class,class size,val size,val n_correct,val accuracy
Bathybates minor,50,7,0, 0.000
Bathybates vittatus,8,1,0, 0.000
Bathycallionymus kaianus,5,1,0, 0.000
Bathyclarias foveolatus,14,2,0, 0.000
Bathyclarias nyasensis,2,1,0, 0.000
Bathyclupea argentea,1,1,0, 0.000
Bathydraco marri,8,1,0, 0.000
Bathygadus antrodes,9,2,0, 0.000
Bathygadus bowersi,3,1,0, 0.000
Bathygadus cottoides,7,1,0, 0.000
Bathygadus favosus,1,1,0, 0.000
Bathygadus melanobranchus,3,1,0, 0.000
Bathygadus nipponicus,5,1,0, 0.000
Bathygadus spongiceps,2,1,0, 0.000
Bathygobius andrei,1,1,0, 0.000
Bathygobius antilliensis,3,1,0, 0.000
Bathygobius coalitus,8,1,0, 0.000
Bathygobius cocosensis,20,3,0, 0.000
Bathygobius cotticeps,8,2,0, 0.000
Bathygobius curacao,5,1,0, 0.000
Bathygobius cyclopterus,11,2,0, 0.000
Bathygobius fuscus,78,9,1,11.111
Bathygobius hongkongensis,5,1,0, 0.000
Bathygobius krefftii,8,2,0, 0.000
Bathygobius lacertus,10,2,0, 0.000
Bathygobius lineatus,6,1,0, 0.000
Bathygobius meggitti,1,1,0, 0.000
Bathygobius mystacium,3,1,0, 0.000
Bathygobius niger,4,1,0, 0.000
Bathygobius panayensis,1,1,0, 0.000
Bathygobius ramosus,7,1,0, 0.000
Bathygobius soporator,54,7,1,14.286
Bathylaco nigricans,5,1,0, 0.000
Bathylagus antarcticus,21,3,0, 0.000
Bathylagus euryops,8,1,0, 0.000
Bathylagus pacificus,6,1,0, 0.000
Bathylychnops exilis,14,2,0, 0.000
Bathymaster caeruleofasciatus,50,7,2,28.571
Bathymaster derjugini,22,3,0, 0.000
Bathymaster signatus,8,1,0, 0.000
Bathymicrops brevianalis,6,1,0, 0.000
Bathyonus laticeps,1,1,0, 0.000
Bathyphylax bombifrons,1,1,0, 0.000
Bathypterois atricolor,7,2,0, 0.000
Bathypterois dubius,24,3,0, 0.000
Bathypterois grallator,68,8,1,12.500
Bathypterois guentheri,12,2,0, 0.000
Bathypterois longifilis,11,2,0, 0.000
Bathypterois oddi,2,1,0, 0.000
Bathypterois quadrifilis,5,1,0, 0.000
Bathypterois viridensis,1,1,0, 0.000
Bathyraja abyssicola,16,2,0, 0.000
Bathyraja aleutica,13,2,1,50.000
Bathyraja bergi,2,1,0, 0.000
Bathyraja brachyurops,15,3,3,100.000
Bathyraja eatonii,4,1,0, 0.000
Bathyraja griseocauda,8,2,0, 0.000
Bathyraja isotrachys,1,1,0, 0.000
Bathyraja lindbergi,1,1,0, 0.000
Bathyraja maccaini,2,1,0, 0.000
Bathyraja maculata,1,1,0, 0.000
Bathyraja magellanica,4,1,0, 0.000
Bathyraja multispinis,1,1,0, 0.000
Bathyraja murrayi,1,1,0, 0.000
Bathyraja pallida,17,3,0, 0.000
Bathyraja parmifera,16,2,0, 0.000
Bathyraja peruana,1,1,0, 0.000
Bathyraja richardsoni,32,4,1,25.000
Bathyraja smirnovi,6,1,0, 0.000
Bathyraja smithii,4,1,0, 0.000
Bathyraja spinicauda,17,3,1,33.333
Bathyraja spinosissima,24,3,0, 0.000
Bathyraja trachouros,2,1,0, 0.000
Bathyraja trachura,21,3,0, 0.000
Bathyraja violacea,2,1,0, 0.000
Bathysauroides gigas,10,2,1,50.000
Bathysauropsis gracilis,7,1,0, 0.000
Bathysaurus ferox,115,14,8,57.143
Bathysaurus mollis,47,6,1,16.667
Bathysolea profundicola,12,2,0, 0.000
Bathystethus cultratus,14,2,0, 0.000
Bathytoshia brevicaudata,37,5,2,40.000
Bathytoshia centroura,24,3,0, 0.000
Bathytoshia lata,18,3,0, 0.000
Bathytroctes microlepis,2,1,0, 0.000
Bathytyphlops marionae,5,1,0, 0.000
Bathyuroconger vicinus,32,5,2,40.000
Batrachocephalus mino,9,2,0, 0.000
Batrachocottus baicalensis,66,7,4,57.143
Batrachocottus nikolskii,1,1,0, 0.000
Batrachoides boulengeri,13,2,0, 0.000
Batrachoides gilberti,23,3,0, 0.000
Batrachoides liberiensis,2,1,0, 0.000
Batrachoides pacifici,1,1,0, 0.000
Batrachoides surinamensis,19,3,0, 0.000
Batrachomoeus dubius,108,13,4,30.769
Batrachomoeus occidentalis,9,2,0, 0.000
Batrachomoeus trispinosus,98,12,1, 8.333
Batrichthys apiatus,3,1,0, 0.000
Batrochoglanis raninus,27,4,0, 0.000
Beaufortia kweichowensis,162,19,10,52.632
Beaufortia leveretti,133,16,5,31.250
Beaufortia pingi,7,1,0, 0.000
Beaufortia polylepis,2,1,0, 0.000
Beaufortia szechuanensis,4,1,0, 0.000
Bedotia geayi,203,23,12,52.174
Bedotia leucopteron,8,1,0, 0.000
Bedotia longianalis,16,2,0, 0.000
Bedotia madagascariensis,149,18,3,16.667
Bedotia marojejy,11,2,0, 0.000
Bedotia tricolor,9,2,0, 0.000
Bellapiscis lesleyae,7,1,0, 0.000
Bellapiscis medius,11,2,0, 0.000
Bellator brachychir,1,1,0, 0.000
Bellator egretta,7,1,0, 0.000
Bellator militaris,13,2,0, 0.000
Bellator xenisma,2,1,0, 0.000
Bellottia apoda,2,1,0, 0.000
Belobranchus belobranchus,32,5,0, 0.000
Belodontichthys dinema,113,13,5,38.462
Belodontichthys truncatus,34,5,0, 0.000
Belone belone,272,32,18,56.250
Belone euxini,19,3,0, 0.000
Belone svetovidovi,9,2,0, 0.000
Belonepterygion fasciolatum,48,6,0, 0.000
Belonesox belizanus,163,19,11,57.895
Belonoglanis brieni,10,2,0, 0.000
Belonoglanis tenuis,15,2,0, 0.000
Belonoperca chabanaudi,82,10,4,40.000
Belonoperca pylei,77,9,4,44.444
Belonophago tinanti,25,4,1,25.000
Belontia hasselti,80,9,0, 0.000
Belontia signata,196,23,8,34.783
Bembradium roseum,4,1,0, 0.000
Bembras japonica,9,2,0, 0.000
Bembrops anatirostris,7,1,0, 0.000
Bembrops caudimacula,1,1,0, 0.000
Bembrops curvatura,8,2,0, 0.000
Bembrops gobioides,6,1,1,100.000
Benitochromis batesii,16,3,0, 0.000
Benitochromis conjunctus,8,2,0, 0.000
Benitochromis finleyi,40,5,1,20.000
Benitochromis nigrodorsalis,101,12,5,41.667
Benitochromis riomuniensis,66,7,1,14.286
Benitochromis ufermanni,31,4,0, 0.000
Benthalbella infans,8,1,1,100.000
Benthalbella macropinna,6,1,0, 0.000
Benthobatis kreffti,5,1,0, 0.000
Benthobatis marcida,7,2,0, 0.000
Benthobatis moresbyi,13,2,0, 0.000
Benthochromis horii,33,5,0, 0.000
Benthochromis melanoides,25,4,0, 0.000
Benthochromis tricoti,264,31,15,48.387
Benthocometes australiensis,1,1,0, 0.000
Benthocometes robustus,18,3,0, 0.000
Benthodesmus elongatus,13,2,1,50.000
Benthodesmus simonyi,8,1,0, 0.000
Benthodesmus tenuis,16,2,0, 0.000
Benthophiloides brauneri,5,1,0, 0.000
Benthophilus baeri,3,1,0, 0.000
Benthophilus casachicus,2,1,0, 0.000
Benthophilus durrelli,2,1,0, 0.000
Benthophilus kessleri,3,1,0, 0.000
Benthophilus macrocephalus,5,1,0, 0.000
Benthophilus nudus,6,1,0, 0.000
Benthophilus stellatus,4,1,0, 0.000
Benthosema fibulatum,7,2,0, 0.000
Benthosema glaciale,49,7,1,14.286
Benthosema pterotum,21,3,0, 0.000
Benthosema suborbitale,1,1,0, 0.000
Bergiaria platana,2,1,0, 0.000
Beringraja binoculata,7,2,0, 0.000
Beringraja pulchra,5,1,0, 0.000
Bero elegans,34,5,1,20.000
Bertella idiomorpha,4,1,0, 0.000
Beryx decadactylus,208,25,4,16.000
Beryx mollis,24,3,0, 0.000
Beryx splendens,207,24,8,33.333
Betadevario ramachandrani,14,2,0, 0.000
Betta akarensis,54,7,0, 0.000
Betta albimarginata,90,10,1,10.000
Betta anabatoides,18,3,0, 0.000
Betta antoni,35,5,0, 0.000
Betta apollon,2,1,0, 0.000
Betta balunga,4,1,0, 0.000
Betta bellica,75,9,5,55.556
Betta breviobesus,6,1,0, 0.000
Betta brownorum,52,7,1,14.286
Betta burdigala,48,7,1,14.286
Betta channoides,93,11,6,54.545
Betta chini,12,2,0, 0.000
Betta coccina,64,7,7,100.000
Betta compuncta,16,2,0, 0.000
Betta cracens,4,1,0, 0.000
Betta dennisyongi,8,1,0, 0.000
Betta dimidiata,72,8,3,37.500
Betta edithae,62,7,0, 0.000
Betta enisae,52,7,1,14.286
Betta falx,71,8,0, 0.000
Betta ferox,18,3,0, 0.000
Betta foerschi,75,9,4,44.444
Betta fusca,27,4,0, 0.000
Betta gladiator,59,8,0, 0.000
Betta hendra,65,8,2,25.000
Betta ibanorum,15,2,0, 0.000
Betta ideii,12,2,0, 0.000
Betta imbellis,151,18,6,33.333
Betta krataios,16,3,0, 0.000
Betta kuehnei,30,4,1,25.000
Betta lehi,16,2,0, 0.000
Betta livida,32,4,0, 0.000
Betta macrostoma,144,17,10,58.824
Betta mahachaiensis,105,12,1, 8.333
Betta mandor,49,7,0, 0.000
Betta midas,197,22,0, 0.000
Betta miniopinna,11,2,0, 0.000
Betta obscura,40,5,0, 0.000
Betta ocellata,82,9,6,66.667
Betta pallida,6,1,0, 0.000
Betta pallifina,63,7,0, 0.000
Betta pardalotos,6,1,0, 0.000
Betta patoti,49,7,2,28.571
Betta persephone,58,8,1,12.500
Betta pi,92,11,2,18.182
Betta picta,72,8,2,25.000
Betta pinguis,13,2,0, 0.000
Betta prima,86,10,6,60.000
Betta pugnax,119,14,4,28.571
Betta pulchra,49,7,2,28.571
Betta raja,77,9,0, 0.000
Betta renata,52,7,0, 0.000
Betta rubra,64,7,2,28.571
Betta rutilans,47,6,1,16.667
Betta schalleri,28,4,0, 0.000
Betta siamorientalis,40,5,0, 0.000
Betta simorum,32,5,0, 0.000
Betta simplex,130,16,7,43.750
Betta smaragdina,123,15,5,33.333
Betta spilotogena,1,1,0, 0.000
Betta splendens,220,26,20,76.923
Betta stigmosa,5,1,0, 0.000
Betta stiktos,57,8,0, 0.000
Betta strohi,28,4,0, 0.000
Betta taeniata,61,7,0, 0.000
Betta tomi,18,3,0, 0.000
Betta tussyae,32,4,0, 0.000
Betta uberis,50,7,0, 0.000
Betta unimaculata,136,16,8,50.000
Betta waseri,7,1,0, 0.000
Bhavania australis,25,4,0, 0.000
Bibarba bibarba,12,2,0, 0.000
Bidenichthys beeblebroxi,3,1,0, 0.000
Bidyanus bidyanus,121,15,4,26.667
Bidyanus welchi,3,1,0, 0.000
Bifax lacinia,2,1,0, 0.000
Bihunichthys monopteroides,2,1,0, 0.000
Biotodoma cupido,220,26,19,73.077
Biotodoma wavrini,115,14,2,14.286
Biotoecus dicentrarchus,23,3,0, 0.000
Biotoecus opercularis,231,27,12,44.444
Bivibranchia bimaculata,6,1,0, 0.000
Bivibranchia fowleri,20,3,0, 0.000
Biwia springeri,7,1,0, 0.000
Biwia yodoensis,49,7,3,42.857
Biwia zezera,74,9,2,22.222
Bleekeria kallolepis,4,1,0, 0.000
Bleekeria mitsukurii,4,1,0, 0.000
Bleekeria viridianguilla,3,1,0, 0.000
Blenniella bilitonensis,7,2,0, 0.000
Blenniella caudolineata,2,1,0, 0.000
Blenniella chrysospilos,115,14,1, 7.143
Blenniella cyanostigma,2,1,0, 0.000
Blenniella gibbifrons,48,6,3,50.000
Blenniella interrupta,10,2,0, 0.000
Blenniella leopardus,1,1,0, 0.000
Blenniella paula,4,1,0, 0.000
Blenniella periophthalmus,48,7,0, 0.000
Blennioclinus brachycephalus,1,1,0, 0.000
Blennius ocellaris,202,23,7,30.435
Blennodesmus scapularis,8,1,0, 0.000
Blepsias bilobus,16,3,0, 0.000
Blepsias cirrhosus,34,5,0, 0.000
Blicca bjoerkna,322,38,17,44.737
Bodianus albotaeniatus,32,5,2,40.000
Bodianus anthioides,94,11,8,72.727
Bodianus atrolumbus,8,2,0, 0.000
Bodianus axillaris,87,10,4,40.000
Bodianus bathycapros,15,2,0, 0.000
Bodianus bennetti,52,7,0, 0.000
Bodianus bilunulatus,73,8,1,12.500
Bodianus bimaculatus,103,12,6,50.000
Bodianus busellatus,8,1,0, 0.000
Bodianus cylindriatus,8,1,1,100.000
Bodianus diana,120,15,7,46.667
Bodianus dictynna,53,7,0, 0.000
Bodianus diplotaenia,246,29,18,62.069
Bodianus eclancheri,31,4,0, 0.000
Bodianus flavifrons,4,1,0, 0.000
Bodianus flavipinnis,21,3,1,33.333
Bodianus frenchii,23,4,0, 0.000
Bodianus insularis,35,5,0, 0.000
Bodianus izuensis,32,5,0, 0.000
Bodianus leucosticticus,12,2,0, 0.000
Bodianus loxozonus,48,7,4,57.143
Bodianus macrognathos,7,1,0, 0.000
Bodianus macrourus,6,1,0, 0.000
Bodianus masudai,53,7,0, 0.000
Bodianus mesothorax,76,9,3,33.333
Bodianus neilli,2,1,0, 0.000
Bodianus neopercularis,10,2,0, 0.000
Bodianus opercularis,46,6,1,16.667
Bodianus oxycephalus,74,8,1,12.500
Bodianus paraleucosticticus,9,2,0, 0.000
Bodianus perditio,53,7,5,71.429
Bodianus prognathus,2,1,0, 0.000
Bodianus pulchellus,145,17,7,41.176
Bodianus rubrisos,13,2,0, 0.000
Bodianus rufus,258,30,20,66.667
Bodianus sanguineus,48,6,0, 0.000
Bodianus scrofa,135,16,3,18.750
Bodianus sepiacaudus,48,7,3,42.857
Bodianus solatus,2,1,0, 0.000
Bodianus speciosus,62,7,0, 0.000
Bodianus tanyokidus,1,1,0, 0.000
Bodianus trilineatus,4,1,0, 0.000
Bodianus unimaculatus,99,12,2,16.667
Bodianus vulpinus,54,7,0, 0.000
Boehlkea fredcochui,175,21,11,52.381
Boehlkenchelys longidentata,3,1,0, 0.000
Boesemania microlepis,91,10,0, 0.000
Bolbometopon muricatum,394,46,40,86.957
Boleophthalmus birdsongi,6,1,0, 0.000
Boleophthalmus boddarti,203,23,13,56.522
Boleophthalmus caeruleomaculatus,10,2,0, 0.000
Boleophthalmus dussumieri,22,3,0, 0.000
Boleophthalmus pectinirostris,145,17,8,47.059
Boleophthalmus poti,4,1,0, 0.000
Bolinichthys photothorax,8,1,1,100.000
Bolinichthys supralateralis,1,1,0, 0.000
Bollmannia boqueronensis,4,1,0, 0.000
Bollmannia communis,1,1,0, 0.000
Bollmannia umbrosa,1,1,0, 0.000
Bonapartia pedaliota,28,4,2,50.000
Boops boops,15,2,0, 0.000
Boops lineatus,39,5,0, 0.000
Boopsoidea inornata,21,3,0, 0.000
Boraras brigittae,86,10,7,70.000
Boraras maculatus,85,10,9,90.000
Boraras merah,66,8,0, 0.000
Boraras micros,66,8,0, 0.000
Boraras naevus,65,8,1,12.500
Boraras urophthalmoides,77,9,4,44.444
Boreogadus saida,113,13,2,15.385
Boridia grossidens,8,1,0, 0.000
Borophryne apogon,30,4,0, 0.000
Borostomias antarcticus,21,3,1,33.333
Bostockia porosa,19,3,0, 0.000
Bostrychus africanus,5,1,0, 0.000
Bostrychus sinensis,48,7,0, 0.000
Bostrychus zonatus,16,3,1,33.333
Bothrocara brunneum,28,4,1,25.000
Bothrocara hollandi,7,2,0, 0.000
Bothrocara molle,4,1,0, 0.000
Bothrocara nyx,1,1,0, 0.000
Bothrocara pusillum,3,1,0, 0.000
Bothrocara tanakae,10,2,0, 0.000
Bothrocarina microcephala,1,1,0, 0.000
Bothus leopardinus,40,6,0, 0.000
Bothus lunatus,228,27,14,51.852
Bothus maculiferus,10,2,0, 0.000
Bothus mancus,241,29,13,44.828
Bothus mellissi,1,1,0, 0.000
Bothus myriaster,6,1,0, 0.000
Bothus ocellatus,141,17,0, 0.000
Bothus pantherinus,189,22,4,18.182
Bothus podas,349,42,20,47.619
Bothus robinsi,8,2,0, 0.000
Botia almorhae,87,10,1,10.000
Botia birdi,6,1,0, 0.000
Botia dario,148,18,9,50.000
Botia dayi,26,4,0, 0.000
Botia histrionica,99,12,3,25.000
Botia kubotai,90,11,7,63.636
Botia lohachata,103,12,3,25.000
Botia rostrata,115,14,1, 7.143
Botia striata,163,19,11,57.895
Botia udomritthiruji,48,7,1,14.286
Boulengerella cuvieri,106,13,3,23.077
Boulengerella lateristriga,93,11,0, 0.000
Boulengerella lucius,15,2,0, 0.000
Boulengerella maculata,90,10,5,50.000
Boulengerella xyrekes,3,1,0, 0.000
Boulengerochromis microlepis,241,29,16,55.172
Boulengeromyrus knoepffleri,10,2,0, 0.000
Bovichtus angustifrons,24,3,0, 0.000
Bovichtus chilensis,3,1,0, 0.000
Bovichtus diacanthus,5,1,0, 0.000
Bovichtus variegatus,4,1,0, 0.000
Brachaelurus colcloughi,43,6,2,33.333
Brachaelurus waddi,174,21,7,33.333
Brachaluteres jacksonianus,145,17,4,23.529
Brachaluteres taylori,24,4,0, 0.000
Brachaluteres ulvarum,58,8,2,25.000
Brachionichthys australis,27,4,0, 0.000
Brachionichthys hirsutus,145,17,7,41.176
Brachiopsilus ziebelli,16,2,0, 0.000
Brachirus harmandi,9,2,0, 0.000
Brachirus heterolepis,7,1,0, 0.000
Brachirus orientalis,31,4,0, 0.000
Brachirus pan,7,1,0, 0.000
Brachirus panoides,32,5,0, 0.000
Brachirus selheimi,1,1,0, 0.000
Brachirus siamensis,4,1,0, 0.000
Brachychalcinus nummus,2,1,0, 0.000
Brachychalcinus orbicularis,75,9,4,44.444
Brachychalcinus retrospina,5,1,0, 0.000
Brachydeuterus auritus,23,4,0, 0.000
Brachygalaxias bullocki,3,1,0, 0.000
Brachygalaxias gothei,1,1,0, 0.000
Brachygobius aggregatus,15,2,0, 0.000
Brachygobius doriae,95,11,2,18.182
Brachygobius kabiliensis,44,6,1,16.667
Brachygobius mekongensis,3,1,0, 0.000
Brachygobius nunus,24,4,0, 0.000
Brachygobius sabanus,12,2,0, 0.000
Brachygobius sua,4,1,0, 0.000
Brachygobius xanthomelas,32,5,0, 0.000
Brachygobius xanthozonus,77,9,0, 0.000
Brachyhypopomus brevirostris,14,2,1,50.000
Brachyhypopomus draco,5,1,0, 0.000
Brachyhypopomus occidentalis,1,1,0, 0.000
Brachyhypopomus pinnicaudatus,24,3,0, 0.000
Brachyhypopomus walteri,1,1,0, 0.000
Brachyistius aletes,1,1,0, 0.000
Brachyistius frenatus,71,8,1,12.500
Brachymystax lenok,228,27,9,33.333
Brachymystax savinovi,18,3,0, 0.000
Brachymystax tumensis,6,1,0, 0.000
Brachyopsis segaliensis,8,2,0, 0.000
Brachypetersius altus,34,5,1,20.000
Brachypetersius pseudonummifer,1,1,0, 0.000
Brachyplatystoma capapretum,90,10,1,10.000
Brachyplatystoma filamentosum,148,18,5,27.778
Brachyplatystoma juruense,180,22,5,22.727
Brachyplatystoma platynemum,45,6,1,16.667
Brachyplatystoma rousseauxii,114,13,7,53.846
Brachyplatystoma tigrinum,145,18,5,27.778
Brachyplatystoma vaillantii,102,12,0, 0.000
Brachypleura novaezeelandiae,2,1,0, 0.000
Brachypterois curvispina,6,1,0, 0.000
Brachypterois serrulata,22,3,0, 0.000
Brachypterois serrulifer,2,1,0, 0.000
Brachyrhamdia heteropleura,8,2,1,50.000
Brachyrhamdia imitator,15,3,0, 0.000
Brachyrhamdia marthae,4,1,0, 0.000
Brachyrhamdia meesi,34,5,1,20.000
Brachyrhamdia rambarrani,12,2,0, 0.000
Brachyrhaphis cascajalensis,8,2,0, 0.000
Brachyrhaphis episcopi,65,8,2,25.000
Brachyrhaphis hartwegi,15,3,0, 0.000
Brachyrhaphis hessfeldi,16,2,0, 0.000
Brachyrhaphis holdridgei,31,4,0, 0.000
Brachyrhaphis olomina,8,1,0, 0.000
Brachyrhaphis rhabdophora,2,1,0, 0.000
Brachyrhaphis roseni,118,14,5,35.714
Brachyrhaphis terrabensis,7,2,0, 0.000
Brachysomophis atlanticus,2,1,0, 0.000
Brachysomophis cirrocheilos,90,11,3,27.273
Brachysomophis crocodilinus,98,11,2,18.182
Brachysomophis henshawi,61,7,1,14.286
Brama australis,130,16,1, 6.250
Brama brama,19,3,0, 0.000
Brama dussumieri,13,2,1,50.000
Brama japonica,55,7,0, 0.000
Brama myersi,4,1,0, 0.000
Brama orcini,7,1,0, 0.000
Bramocharax bransfordii,2,1,0, 0.000
Bramocharax caballeroi,2,1,0, 0.000
Branchiostegus albus,27,4,1,25.000
Branchiostegus argentatus,23,4,1,25.000
Branchiostegus auratus,24,3,0, 0.000
Branchiostegus japonicus,201,23,6,26.087
Branchiostegus semifasciatus,57,8,1,12.500
Branchiostegus wardi,12,2,0, 0.000
Bregmaceros atlanticus,8,2,0, 0.000
Bregmaceros japonicus,3,1,0, 0.000
Bregmaceros mcclellandi,8,2,0, 0.000
Bregmaceros nectabanus,3,1,0, 0.000
Breitensteinia insignis,1,1,0, 0.000
Brevibora cheeya,2,1,0, 0.000
Brevibora dorsiocellata,124,15,5,33.333
Brevimyrus niger,13,2,0, 0.000
Breviraja spinosa,8,1,0, 0.000
Brevitrygon imbricata,3,1,0, 0.000
Brevitrygon walga,6,1,0, 0.000
Brevoortia aurea,25,4,0, 0.000
Brevoortia gunteri,1,1,0, 0.000
Brevoortia patronus,74,8,0, 0.000
Brevoortia pectinata,4,1,0, 0.000
Brevoortia smithi,9,2,0, 0.000
Brevoortia tyrannus,127,15,4,26.667
Brienomyrus brachyistius,55,7,0, 0.000
Brienomyrus longianalis,20,3,2,66.667
Brittanichthys axelrodi,51,7,1,14.286
Brittanichthys myersi,8,2,0, 0.000
Brochiloricaria chauliodon,15,3,0, 0.000
Brochiloricaria macrodon,8,2,0, 0.000
Brochis multiradiatus,248,29,21,72.414
Brockius nigricinctus,1,1,0, 0.000
Brosme brosme,225,26,16,61.538
Brosmophyciops pautzkei,1,1,0, 0.000
Brosmophycis marginata,5,1,0, 0.000
Brotula barbata,70,8,3,37.500
Brotula clarkae,9,2,0, 0.000
Brotula multibarbata,91,10,1,10.000
Brotula ordwayi,1,1,0, 0.000
Brotulotaenia crassa,1,1,0, 0.000
Brotulotaenia nielseni,2,1,0, 0.000
Bryaninops amplus,99,11,1, 9.091
Bryaninops annella,8,1,0, 0.000
Bryaninops erythrops,34,5,0, 0.000
Bryaninops loki,59,8,1,12.500
Bryaninops natans,112,13,4,30.769
Bryaninops nexus,6,1,0, 0.000
Bryaninops ridens,1,1,0, 0.000
Bryaninops tigris,56,8,0, 0.000
Bryaninops yongei,130,16,5,31.250
Brycinus affinis,8,2,0, 0.000
Brycinus batesii,1,1,0, 0.000
Brycinus brevis,54,7,2,28.571
Brycinus comptus,2,1,0, 0.000
Brycinus humilis,2,1,0, 0.000
Brycinus imberi,17,3,0, 0.000
Brycinus intermedius,1,1,0, 0.000
Brycinus kingsleyae,4,1,0, 0.000
Brycinus lateralis,1,1,0, 0.000
Brycinus longipinnis,155,19,9,47.368
Brycinus macrolepidotus,27,4,1,25.000
Brycinus nurse,129,15,10,66.667
Brycinus opisthotaenia,2,1,0, 0.000
Brycinus rhodopleura,2,1,0, 0.000
Brycinus schoutedeni,2,1,0, 0.000
Brycinus taeniurus,2,1,0, 0.000
Brycon alburnus,2,1,0, 0.000
Brycon amazonicus,34,5,0, 0.000
Brycon argenteus,9,2,0, 0.000
Brycon behreae,4,1,0, 0.000
Brycon cephalus,66,8,0, 0.000
Brycon chagrensis,1,1,0, 0.000
Brycon dentex,15,2,0, 0.000
Brycon devillei,1,1,0, 0.000
Brycon falcatus,17,3,0, 0.000
Brycon guatemalensis,32,4,0, 0.000
Brycon henni,42,6,0, 0.000
Brycon hilarii,125,15,10,66.667
Brycon insignis,27,4,0, 0.000
Brycon meeki,3,1,0, 0.000
Brycon melanopterus,44,6,0, 0.000
Brycon moorei,40,5,2,40.000
Brycon nattereri,66,8,0, 0.000
Brycon opalinus,16,2,0, 0.000
Brycon orbignyanus,78,9,0, 0.000
Brycon orthotaenia,11,2,0, 0.000
Brycon rubricauda,3,1,0, 0.000
Brycon sinuensis,2,1,0, 0.000
Brycon vermelha,14,2,0, 0.000
Brycon whitei,30,4,4,100.000
Bryconaethiops boulengeri,10,2,0, 0.000
Bryconaethiops microstoma,15,3,0, 0.000
Bryconamericus caucanus,1,1,0, 0.000
Bryconamericus cismontanus,2,1,0, 0.000
Bryconamericus diaphanus,2,1,0, 0.000
Bryconamericus exodon,7,2,0, 0.000
Bryconamericus iheringii,1,1,0, 0.000
Bryconamericus lambari,2,1,0, 0.000
Bryconamericus peruanus,2,1,0, 0.000
Bryconamericus scleroparius,6,1,0, 0.000
Bryconamericus stramineus,4,1,0, 0.000
Bryconella pallidifrons,15,3,1,33.333
Bryconops affinis,1,1,0, 0.000
Bryconops caudomaculatus,13,2,0, 0.000
Bryconops humeralis,3,1,0, 0.000
Bryconops inpai,7,1,0, 0.000
Bryconops melanurus,22,3,0, 0.000
Bryconops munduruku,3,1,0, 0.000
Bryconops piracolina,6,1,0, 0.000
Buccochromis atritaeniatus,73,8,2,25.000
Buccochromis heterotaenia,88,10,0, 0.000
Buccochromis lepturus,158,19,3,15.789
Buccochromis nototaenia,180,21,2, 9.524
Buccochromis rhoadesii,256,30,9,30.000
Buccochromis spectabilis,120,14,3,21.429
Buenia affinis,10,2,0, 0.000
Buenia jeffreysii,16,3,0, 0.000
Buenia massutii,8,2,1,50.000
Bufoceratias shaoi,8,2,0, 0.000
Bufoceratias wedli,28,4,0, 0.000
Buglossidium luteum,127,15,4,26.667
Bujurquina apoparuana,5,1,0, 0.000
Bujurquina mariae,14,2,0, 0.000
Bujurquina megalospilus,1,1,0, 0.000
Bujurquina moriorum,2,1,0, 0.000
Bujurquina oenolaemus,40,6,0, 0.000
Bujurquina robusta,8,1,0, 0.000
Bujurquina syspilus,16,2,0, 0.000
Bujurquina vittata,134,16,2,12.500
Bujurquina zamorensis,3,1,0, 0.000
Bulbonaricus brauni,7,2,0, 0.000
Bulbonaricus davaoensis,6,1,0, 0.000
Bullisichthys caribbaeus,31,4,1,25.000
Bullockia maldonadoi,10,2,0, 0.000
Bunaka gyrinoides,12,2,0, 0.000
Bunocephalus aloikae,8,1,0, 0.000
Bunocephalus amaurus,28,4,0, 0.000
Bunocephalus colombianus,7,2,0, 0.000
Bunocephalus coracoideus,75,9,1,11.111
Bunocephalus doriae,14,2,0, 0.000
Bunocephalus knerii,13,2,0, 0.000
Bunocephalus verrucosus,31,4,0, 0.000
Butis amboinensis,16,2,0, 0.000
Butis butis,30,4,1,25.000
Butis gymnopomus,19,3,0, 0.000
Butis koilomatodon,22,3,0, 0.000
Butis melanostigma,9,2,0, 0.000
Bythaelurus canescens,2,1,0, 0.000
Bythaelurus giddingsi,35,5,1,20.000
Bythaelurus hispidus,3,1,0, 0.000
Bythaelurus naylori,4,1,0, 0.000
Cabdio morar,7,2,0, 0.000
Cabillus lacertops,1,1,0, 0.000
Cabillus pexus,6,1,0, 0.000
Cabillus tongarevae,8,2,0, 0.000
Caecieleotris morrisi,3,1,0, 0.000
Caecobarbus geertsii,5,1,0, 0.000
Caecocypris basimi,11,2,0, 0.000
Caecogobius cryptophthalmus,4,1,0, 0.000
Caelatoglanis zonatus,17,3,0, 0.000
Caenotropus labyrinthicus,48,6,0, 0.000
Caenotropus maculosus,16,2,0, 0.000
Caesio caerulaurea,262,31,17,54.839
Caesio cuning,180,21,9,42.857
Caesio lunaris,234,27,6,22.222
Caesio striata,91,10,1,10.000
Caesio suevica,199,23,6,26.087
Caesio teres,180,21,5,23.810
Caesio varilineata,117,14,2,14.286
Caesio xanthalytos,1,1,0, 0.000
Caesio xanthonota,180,22,5,22.727
Caesioperca lepidoptera,150,18,6,33.333
Caesioperca rasor,63,7,1,14.286
Caesioscorpis theagenes,6,1,0, 0.000
Caffrogobius caffer,1,1,0, 0.000
Caffrogobius nudiceps,10,2,0, 0.000
Caiapobrycon tucurui,4,1,0, 0.000
